Date,Open,High,Low,Close,Adj Close,Volume
"Mar 19, 2021",215.53,219.08,208.21,218.29,218.29,128682000
"Mar 18, 2021",228.10,229.74,217.33,217.72,217.72,99674400
"Mar 17, 2021",218.96,234.58,217.00,233.94,233.94,121117500
"Mar 16, 2021",234.45,235.97,223.67,225.63,225.63,96587100
"Mar 15, 2021",231.36,237.73,228.01,235.98,235.98,88006800
"Mar 12, 2021",223.33,231.63,222.05,231.24,231.24,100751400
"Mar 11, 2021",233.13,234.17,225.73,233.20,233.20,108761700
"Mar 10, 2021",233.43,239.28,218.35,222.69,222.69,181817100
"Mar 9, 2021",202.73,226.03,198.40,224.53,224.53,202569900
"Mar 8, 2021",200.18,206.71,186.26,187.67,187.67,155361000
"Mar 5, 2021",208.69,209.28,179.83,199.32,199.32,268189500
"Mar 4, 2021",218.60,222.82,200.00,207.15,207.15,197758500
"Mar 3, 2021",229.33,233.57,217.24,217.73,217.73,90624000
"Mar 2, 2021",239.43,240.37,228.33,228.81,228.81,71196600
"Mar 1, 2021",230.04,239.67,228.35,239.48,239.48,81408600
"Feb 26, 2021",233.33,235.57,219.84,225.17,225.17,123267600
"Feb 25, 2021",242.05,245.74,223.53,227.41,227.41,117071700
"Feb 24, 2021",237.28,248.33,231.39,247.34,247.34,110301000
"Feb 23, 2021",220.71,237.87,206.33,232.95,232.95,199820700
"Feb 22, 2021",254.21,256.17,236.73,238.17,238.17,111809100
"Feb 19, 2021",265.00,265.60,259.12,260.43,260.43,56874900
"Feb 18, 2021",260.30,264.90,258.76,262.46,262.46,53871300
"Feb 17, 2021",259.70,266.61,254.00,266.05,266.05,77989500
"Feb 16, 2021",272.67,273.67,264.15,265.41,265.41,59406900
"Feb 12, 2021",267.09,272.44,261.78,272.04,272.04,71304900
"Feb 11, 2021",270.81,276.63,267.24,270.55,270.55,64868400
"Feb 10, 2021",281.21,281.61,266.67,268.27,268.27,108648300
"Feb 9, 2021",285.04,286.60,280.58,283.15,283.15,45473100
"Feb 8, 2021",289.89,292.59,284.92,287.81,287.81,60485100
"Feb 5, 2021",281.67,288.26,279.66,284.08,284.08,55699800
"Feb 4, 2021",285.00,285.50,277.81,283.33,283.33,47438100
"Feb 3, 2021",292.34,292.69,284.35,284.90,284.90,55030500
"Feb 2, 2021",281.56,293.50,280.73,290.93,290.93,73038600
"Feb 1, 2021",271.43,280.67,265.19,279.94,279.94,76174200
"Jan 29, 2021",276.67,280.80,260.03,264.51,264.51,104972400
"Jan 28, 2021",273.33,282.67,267.00,278.48,278.48,79134000
"Jan 27, 2021",290.12,297.17,286.22,288.05,288.05,82002000
"Jan 26, 2021",297.13,298.63,290.53,294.36,294.36,69394800
"Jan 25, 2021",285.00,300.13,279.61,293.60,293.60,123520200
"Jan 22, 2021",278.10,282.67,276.21,282.21,282.21,60199500
"Jan 21, 2021",285.00,285.24,280.47,281.66,281.66,61563300
"Jan 20, 2021",286.25,286.50,279.09,283.48,283.48,76997700
"Jan 19, 2021",279.27,283.33,277.67,281.52,281.52,76101000
"Jan 15, 2021",284.00,286.63,273.03,275.39,275.39,116332800
"Jan 14, 2021",281.13,287.67,279.58,281.67,281.67,93798900
"Jan 13, 2021",284.25,286.82,277.33,284.80,284.80,99937500
"Jan 12, 2021",277.00,289.33,275.78,283.15,283.15,138812100
"Jan 11, 2021",283.13,284.81,267.87,270.40,270.40,177904800
"Jan 8, 2021",285.33,294.83,279.46,293.34,293.34,225166500
"Jan 7, 2021",259.21,272.33,258.40,272.01,272.01,154496700
"Jan 6, 2021",252.83,258.00,249.70,251.99,251.99,134100000
"Jan 5, 2021",241.22,246.95,239.73,245.04,245.04,96735600
"Jan 4, 2021",239.82,248.16,239.06,243.26,243.26,145914600
